ELECCIO;ANY;NIVELL;AUTONOMIA;CODI PROVÍNCIA;PROVÍNCIA;CODI COMARCA;COMARCA;CODI MUNICIPI;MUNICIPI;CODI DISTRICTE;DISTRICTE;SIGLES;PARTIT;VOTS PARTITS;% VOTS / VÀLIDS;ESCONS;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;96;Fuliola, la                             ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;96;Fuliola, la                             ;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;96;Fuliola, la                             ;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;96;Fuliola, la                             ;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;96;Fuliola, la                             ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;96;Fuliola, la                             ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;96;Fuliola, la                             ;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;109;Guimerà                                 ;;;CiU        ;Convergència i Unió                               ;117;60,94;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;109;Guimerà                                 ;;;ERC        ;Esquerra Republicana de Catalunya                 ;33;17,19;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;109;Guimerà                                 ;;;PP         ;Partit Popular                                    ;16;8,33;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;109;Guimerà                                 ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;16;8,33;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;109;Guimerà                                 ;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;4;2,08;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;109;Guimerà                                 ;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;1;0,52;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;109;Guimerà                                 ;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;1;0,52;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;109;Guimerà                                 ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;1;0,52;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;109;Guimerà                                 ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;109;Guimerà                                 ;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;109;Guimerà                                 ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;109;Guimerà                                 ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;109;Guimerà                                 ;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;109;Guimerà                                 ;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;109;Guimerà                                 ;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;109;Guimerà                                 ;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;130;Maldà                                   ;;;CiU        ;Convergència i Unió                               ;92;58,97;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;130;Maldà                                   ;;;ERC        ;Esquerra Republicana de Catalunya                 ;26;16,67;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;130;Maldà                                   ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;23;14,74;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;130;Maldà                                   ;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;9;5,77;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;130;Maldà                                   ;;;PP         ;Partit Popular                                    ;3;1,92;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;130;Maldà                                   ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;130;Maldà                                   ;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;130;Maldà                                   ;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;130;Maldà                                   ;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;130;Maldà                                   ;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;130;Maldà                                   ;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;130;Maldà                                   ;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;130;Maldà                                   ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;130;Maldà                                   ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;130;Maldà                                   ;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;130;Maldà                                   ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;145;Nalec                                   ;;;CiU        ;Convergència i Unió                               ;43;63,24;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;145;Nalec                                   ;;;ERC        ;Esquerra Republicana de Catalunya                 ;16;23,53;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;145;Nalec                                   ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;3;4,41;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;145;Nalec                                   ;;;PP         ;Partit Popular                                    ;2;2,94;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;145;Nalec                                   ;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;1;1,47;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;145;Nalec                                   ;;;PFiV       ;Partit Família i Vida                             ;1;1,47;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;145;Nalec                                   ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;1;1,47;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;145;Nalec                                   ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;145;Nalec                                   ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;145;Nalec                                   ;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;145;Nalec                                   ;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;145;Nalec                                   ;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;145;Nalec                                   ;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;145;Nalec                                   ;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;145;Nalec                                   ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;145;Nalec                                   ;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;154;Omells de na Gaia, els                  ;;;CiU        ;Convergència i Unió                               ;30;41,10;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;154;Omells de na Gaia, els                  ;;;ERC        ;Esquerra Republicana de Catalunya                 ;18;24,66;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;154;Omells de na Gaia, els                  ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;14;19,18;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;154;Omells de na Gaia, els                  ;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;6;8,22;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;154;Omells de na Gaia, els                  ;;;PP         ;Partit Popular                                    ;3;4,11;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;154;Omells de na Gaia, els                  ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;154;Omells de na Gaia, els                  ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;154;Omells de na Gaia, els                  ;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;154;Omells de na Gaia, els                  ;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;154;Omells de na Gaia, els                  ;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;154;Omells de na Gaia, els                  ;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;154;Omells de na Gaia, els                  ;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;154;Omells de na Gaia, els                  ;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;154;Omells de na Gaia, els                  ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;154;Omells de na Gaia, els                  ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;154;Omells de na Gaia, els                  ;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;157;Ossó de Sió                             ;;;CiU        ;Convergència i Unió                               ;55;38,73;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;157;Ossó de Sió                             ;;;ERC        ;Esquerra Republicana de Catalunya                 ;27;19,01;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;157;Ossó de Sió                             ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;27;19,01;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;157;Ossó de Sió                             ;;;PP         ;Partit Popular                                    ;18;12,68;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;157;Ossó de Sió                             ;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;10;7,04;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;157;Ossó de Sió                             ;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;1;0,70;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;157;Ossó de Sió                             ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;1;0,70;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;157;Ossó de Sió                             ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;157;Ossó de Sió                             ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;157;Ossó de Sió                             ;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;157;Ossó de Sió                             ;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;157;Ossó de Sió                             ;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;157;Ossó de Sió                             ;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;157;Ossó de Sió                             ;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;157;Ossó de Sió                             ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;157;Ossó de Sió                             ;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;176;Preixana                                ;;;CiU        ;Convergència i Unió                               ;104;41,94;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;176;Preixana                                ;;;ERC        ;Esquerra Republicana de Catalunya                 ;54;21,77;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;176;Preixana                                ;;;PP         ;Partit Popular                                    ;37;14,92;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;176;Preixana                                ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;29;11,69;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;176;Preixana                                ;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;16;6,45;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;176;Preixana                                ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;2;0,81;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;176;Preixana                                ;;;PUM+J      ;Por un Mundo Más Justo                            ;1;0,40;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;176;Preixana                                ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;176;Preixana                                ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;176;Preixana                                ;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;176;Preixana                                ;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;176;Preixana                                ;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;176;Preixana                                ;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;176;Preixana                                ;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;176;Preixana                                ;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;176;Preixana                                ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;181;Puigverd d'Agramunt                     ;;;CiU        ;Convergència i Unió                               ;73;57,48;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;181;Puigverd d'Agramunt                     ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;23;18,11;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;181;Puigverd d'Agramunt                     ;;;ERC        ;Esquerra Republicana de Catalunya                 ;15;11,81;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;181;Puigverd d'Agramunt                     ;;;PP         ;Partit Popular                                    ;8;6,30;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;181;Puigverd d'Agramunt                     ;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;6;4,72;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;181;Puigverd d'Agramunt                     ;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;1;0,79;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;181;Puigverd d'Agramunt                     ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;181;Puigverd d'Agramunt                     ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;181;Puigverd d'Agramunt                     ;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;181;Puigverd d'Agramunt                     ;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;181;Puigverd d'Agramunt                     ;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;181;Puigverd d'Agramunt                     ;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;181;Puigverd d'Agramunt                     ;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;181;Puigverd d'Agramunt                     ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;181;Puigverd d'Agramunt                     ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;181;Puigverd d'Agramunt                     ;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;217;Tàrrega                                 ;;;CiU        ;Convergència i Unió                               ;2.414;38,27;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;217;Tàrrega                                 ;;;ERC        ;Esquerra Republicana de Catalunya                 ;1.402;22,23;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;217;Tàrrega                                 ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;1.251;19,84;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;217;Tàrrega                                 ;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;465;7,37;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;217;Tàrrega                                 ;;;PP         ;Partit Popular                                    ;448;7,10;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;217;Tàrrega                                 ;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;24;0,38;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;217;Tàrrega                                 ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;18;0,29;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;217;Tàrrega                                 ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;17;0,27;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;217;Tàrrega                                 ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;12;0,19;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;217;Tàrrega                                 ;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;12;0,19;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;217;Tàrrega                                 ;;;PUM+J      ;Por un Mundo Más Justo                            ;8;0,13;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;217;Tàrrega                                 ;;;PFiV       ;Partit Família i Vida                             ;7;0,11;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;217;Tàrrega                                 ;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;4;0,06;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;217;Tàrrega                                 ;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;3;0,05;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;217;Tàrrega                                 ;;;PH         ;Partit Humanista de Catalunya                     ;1;0,02;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;217;Tàrrega                                 ;;;MSR        ;Movimiento Social Republicano                     ;1;0,02;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;225;Tornabous                               ;;;CiU        ;Convergència i Unió                               ;173;41,39;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;225;Tornabous                               ;;;ERC        ;Esquerra Republicana de Catalunya                 ;100;23,92;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;225;Tornabous                               ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;78;18,66;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;225;Tornabous                               ;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;21;5,02;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;225;Tornabous                               ;;;PP         ;Partit Popular                                    ;20;4,78;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;225;Tornabous                               ;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;3;0,72;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;225;Tornabous                               ;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;2;0,48;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;225;Tornabous                               ;;;PFiV       ;Partit Família i Vida                             ;2;0,48;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;225;Tornabous                               ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;225;Tornabous                               ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;225;Tornabous                               ;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;225;Tornabous                               ;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;225;Tornabous                               ;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;225;Tornabous                               ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;225;Tornabous                               ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;225;Tornabous                               ;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;238;Vallbona de les Monges                  ;;;CiU        ;Convergència i Unió                               ;87;54,72;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;238;Vallbona de les Monges                  ;;;ERC        ;Esquerra Republicana de Catalunya                 ;23;14,47;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;238;Vallbona de les Monges                  ;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;21;13,21;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;238;Vallbona de les Monges                  ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;13;8,18;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;238;Vallbona de les Monges                  ;;;PP         ;Partit Popular                                    ;7;4,40;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;238;Vallbona de les Monges                  ;;;PH         ;Partit Humanista de Catalunya                     ;2;1,26;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;238;Vallbona de les Monges                  ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;2;1,26;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;238;Vallbona de les Monges                  ;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;1;0,63;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;238;Vallbona de les Monges                  ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;238;Vallbona de les Monges                  ;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;238;Vallbona de les Monges                  ;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;238;Vallbona de les Monges                  ;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;238;Vallbona de les Monges                  ;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0;
