ELECCIO;ANY;NIVELL;AUTONOMIA;CODI PROVÍNCIA;PROVÍNCIA;CODI COMARCA;COMARCA;CODI MUNICIPI;MUNICIPI;CODI DISTRICTE;NOM;SIGLES;PARTIT;VOTS PARTITS;% VOTS / VÀLIDS;ESCONS
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;62;Freginals;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;1;0,46;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;62;Freginals;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;1;0,46;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;62;Freginals;;;RI.cat;Reagrupament Independentista;1;0,46;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;62;Freginals;;;ALS;Alternativa Liberal Social;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;62;Freginals;;;CDS;Centro Democràtico y Social;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;62;Freginals;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;62;Freginals;;;CORI;Coordinadora Reusenca Independent;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;62;Freginals;;;DW;DemocraticaWeb;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;62;Freginals;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;62;Freginals;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;62;Freginals;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;62;Freginals;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;62;Freginals;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;62;Freginals;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;62;Freginals;;;PIRATA.CAT;Pirates de Catalunya;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;62;Freginals;;;PxC        ;Plataforma per Catalunya                          ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;62;Freginals;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;62;Freginals;;;SAIn       ;Solidaridad y Autogestión Internacionalista       ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;62;Freginals;;;UPyD;Unión, Progreso y Democracia;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;62;Freginals;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;CiU        ;Convergència i Unió                               ;146;43,58;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;PP         ;Partit Popular                                    ;49;14,63;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;42;12,54;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;ERC        ;Esquerra Republicana de Catalunya                 ;40;11,94;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;13;3,88;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;PxC        ;Plataforma per Catalunya                          ;13;3,88;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;RI.cat;Reagrupament Independentista;7;2,09;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;CORI;Coordinadora Reusenca Independent;5;1,49;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;SI;Solidaritat Catalana per la Independència;3;0,90;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;1;0,30;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;1;0,30;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;ALS;Alternativa Liberal Social;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;CDS;Centro Democràtico y Social;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;DW;DemocraticaWeb;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;DES DE BAIX;Des de Baix;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;PIRATA.CAT;Pirates de Catalunya;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;SAIn       ;Solidaridad y Autogestión Internacionalista       ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;UPyD;Unión, Progreso y Democracia;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;63;Galera, la;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;CiU        ;Convergència i Unió                               ;707;50,57;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;182;13,02;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;ERC        ;Esquerra Republicana de Catalunya                 ;166;11,87;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;PP         ;Partit Popular                                    ;151;10,80;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;46;3,29;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;PxC        ;Plataforma per Catalunya                          ;26;1,86;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;24;1,72;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;SI;Solidaritat Catalana per la Independència;23;1,65;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;CORI;Coordinadora Reusenca Independent;6;0,43;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;RI.cat;Reagrupament Independentista;6;0,43;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;4;0,29;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;DES DE BAIX;Des de Baix;2;0,14;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;2;0,14;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;2;0,14;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;PFiV       ;Partit Família i Vida                             ;2;0,14;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;2;0,14;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;2;0,14;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;MSR        ;Movimiento Social Republicano                     ;1;0,07;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;1;0,07;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;PIRATA.CAT;Pirates de Catalunya;1;0,07;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;PUM+J      ;Por un Mundo Más Justo                            ;1;0,07;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;UPyD;Unión, Progreso y Democracia;1;0,07;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;ALS;Alternativa Liberal Social;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;CDS;Centro Democràtico y Social;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;DW;DemocraticaWeb;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;64;Gandesa;;;SAIn       ;Solidaridad y Autogestión Internacionalista       ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;CiU        ;Convergència i Unió                               ;129;44,33;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;48;16,49;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;ERC        ;Esquerra Republicana de Catalunya                 ;45;15,46;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;PP         ;Partit Popular                                    ;27;9,28;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;SI;Solidaritat Catalana per la Independència;8;2,75;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;7;2,41;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;PxC        ;Plataforma per Catalunya                          ;3;1,03;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;2;0,69;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;2;0,69;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;CORI;Coordinadora Reusenca Independent;1;0,34;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;DES DE BAIX;Des de Baix;1;0,34;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;1;0,34;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;1;0,34;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;POSI       ;Partit Obrer Socialista Internacionalista         ;1;0,34;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;1;0,34;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;RI.cat;Reagrupament Independentista;1;0,34;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;ALS;Alternativa Liberal Social;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;CDS;Centro Democràtico y Social;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;DW;DemocraticaWeb;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;PIRATA.CAT;Pirates de Catalunya;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;SAIn       ;Solidaridad y Autogestión Internacionalista       ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;UPyD;Unión, Progreso y Democracia;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;65;Garcia;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;CiU        ;Convergència i Unió                               ;67;69,79;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;ERC        ;Esquerra Republicana de Catalunya                 ;12;12,50;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;10;10,42;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;3;3,13;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;PIRATA.CAT;Pirates de Catalunya;1;1,04;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;SI;Solidaritat Catalana per la Independència;1;1,04;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;ALS;Alternativa Liberal Social;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;CDS;Centro Democràtico y Social;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;CORI;Coordinadora Reusenca Independent;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;DW;DemocraticaWeb;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;DES DE BAIX;Des de Baix;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;PxC        ;Plataforma per Catalunya                          ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;RI.cat;Reagrupament Independentista;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;SAIn       ;Solidaridad y Autogestión Internacionalista       ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;UPyD;Unión, Progreso y Democracia;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;PP         ;Partit Popular                                    ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;1;Alt Camp;66;Garidells, els;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;CiU        ;Convergència i Unió                               ;177;42,24;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;99;23,63;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;ERC        ;Esquerra Republicana de Catalunya                 ;38;9,07;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;27;6,44;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;SI;Solidaritat Catalana per la Independència;24;5,73;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;PP         ;Partit Popular                                    ;14;3,34;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;RI.cat;Reagrupament Independentista;7;1,67;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;PxC        ;Plataforma per Catalunya                          ;4;0,95;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;2;0,48;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;2;0,48;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;1;0,24;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;PFiV       ;Partit Família i Vida                             ;1;0,24;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;ALS;Alternativa Liberal Social;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;CDS;Centro Democràtico y Social;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;CORI;Coordinadora Reusenca Independent;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;DW;DemocraticaWeb;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;DES DE BAIX;Des de Baix;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;PIRATA.CAT;Pirates de Catalunya;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;SAIn       ;Solidaridad y Autogestión Internacionalista       ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;UPyD;Unión, Progreso y Democracia;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;30;Ribera d'Ebre;67;Ginestar;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;CiU        ;Convergència i Unió                               ;128;33,07;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;116;29,97;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;PP         ;Partit Popular                                    ;70;18,09;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;ERC        ;Esquerra Republicana de Catalunya                 ;28;7,24;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;PxC        ;Plataforma per Catalunya                          ;8;2,07;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;SI;Solidaritat Catalana per la Independència;7;1,81;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;CORI;Coordinadora Reusenca Independent;5;1,29;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;4;1,03;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;DES DE BAIX;Des de Baix;2;0,52;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;1;0,26;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;1;0,26;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;ALS;Alternativa Liberal Social;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;CDS;Centro Democràtico y Social;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;DW;DemocraticaWeb;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;0;0,00;0
