ELECCIO;ANY;NIVELL;AUTONOMIA;CODI PROVÍNCIA;PROVÍNCIA;CODI COMARCA;COMARCA;CODI MUNICIPI;MUNICIPI;CODI DISTRICTE;NOM;SIGLES;PARTIT;VOTS PARTITS;% VOTS / VÀLIDS;ESCONS
A;2010;CO;Catalunya;;;7;Bages;;;;;UPyD;Unión, Progreso y Democracia;32;0,04;0
A;2010;CO;Catalunya;;;7;Bages;;;;;PFiV       ;Partit Família i Vida                             ;30;0,04;0
A;2010;CO;Catalunya;;;7;Bages;;;;;PUM+J      ;Por un Mundo Más Justo                            ;29;0,04;0
A;2010;CO;Catalunya;;;7;Bages;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;24;0,03;0
A;2010;CO;Catalunya;;;7;Bages;;;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;23;0,03;0
A;2010;CO;Catalunya;;;7;Bages;;;;;PCAS;Partido Castellano;17;0,02;0
A;2010;CO;Catalunya;;;7;Bages;;;;;GN;Gent Nostra;17;0,02;0
A;2010;CO;Catalunya;;;7;Bages;;;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;15;0,02;0
A;2010;CO;Catalunya;;;7;Bages;;;;;MSR        ;Movimiento Social Republicano                     ;12;0,01;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;CiU        ;Convergència i Unió                               ;29.687;41,50;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;11.721;16,38;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;PP         ;Partit Popular                                    ;9.718;13,58;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;5.039;7,04;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;3.540;4,95;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;SI;Solidaritat Catalana per la Independència;2.787;3,90;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;2.197;3,07;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;PxC        ;Plataforma per Catalunya                          ;1.552;2,17;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;CORI;Coordinadora Reusenca Independent;1.183;1,65;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;RI.cat;Reagrupament Independentista;830;1,16;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;392;0,55;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;286;0,40;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;195;0,27;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;UPyD;Unión, Progreso y Democracia;124;0,17;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;PIRATA.CAT;Pirates de Catalunya;88;0,12;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;78;0,11;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;DES DE BAIX;Des de Baix;74;0,10;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;58;0,08;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;51;0,07;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;PFiV       ;Partit Família i Vida                             ;49;0,07;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;45;0,06;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;PUM+J      ;Por un Mundo Más Justo                            ;45;0,06;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;43;0,06;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;30;0,04;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;CDS;Centro Democràtico y Social;28;0,04;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;22;0,03;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;SAIn       ;Solidaridad y Autogestión Internacionalista       ;22;0,03;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;ALS;Alternativa Liberal Social;11;0,02;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;MSR        ;Movimiento Social Republicano                     ;11;0,02;0
A;2010;CO;Catalunya;;;8;Baix Camp;;;;;DW;DemocraticaWeb;4;0,01;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;CiU        ;Convergència i Unió                               ;12.789;39,40;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;6.275;19,33;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;4.471;13,78;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;PP         ;Partit Popular                                    ;2.966;9,14;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;1.594;4,91;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;PxC        ;Plataforma per Catalunya                          ;1.200;3,70;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;SI;Solidaritat Catalana per la Independència;908;2,80;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;365;1,12;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;RI.cat;Reagrupament Independentista;169;0,52;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;112;0,35;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;86;0,26;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;83;0,26;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;CORI;Coordinadora Reusenca Independent;70;0,22;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;PIRATA.CAT;Pirates de Catalunya;48;0,15;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;39;0,12;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;30;0,09;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;DES DE BAIX;Des de Baix;27;0,08;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;22;0,07;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;CDS;Centro Democràtico y Social;21;0,06;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;PUM+J      ;Por un Mundo Más Justo                            ;21;0,06;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;19;0,06;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;19;0,06;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;19;0,06;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;UPyD;Unión, Progreso y Democracia;15;0,05;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;SAIn       ;Solidaridad y Autogestión Internacionalista       ;14;0,04;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;PFiV       ;Partit Família i Vida                             ;10;0,03;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;DW;DemocraticaWeb;5;0,02;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;MSR        ;Movimiento Social Republicano                     ;4;0,01;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;ALS;Alternativa Liberal Social;3;0,01;0
A;2010;CO;Catalunya;;;9;Baix Ebre;;;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;3;0,01;0
A;2010;CO;Catalunya;;;10;Baix Empordà;;;;;CiU        ;Convergència i Unió                               ;22.253;44,19;0
A;2010;CO;Catalunya;;;10;Baix Empordà;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;8.284;16,45;0
A;2010;CO;Catalunya;;;10;Baix Empordà;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;4.570;9,08;0
A;2010;CO;Catalunya;;;10;Baix Empordà;;;;;PP         ;Partit Popular                                    ;4.359;8,66;0
A;2010;CO;Catalunya;;;10;Baix Empordà;;;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;2.406;4,78;0
A;2010;CO;Catalunya;;;10;Baix Empordà;;;;;SI;Solidaritat Catalana per la Independència;2.189;4,35;0
A;2010;CO;Catalunya;;;10;Baix Empordà;;;;;RI.cat;Reagrupament Independentista;1.276;2,53;0
A;2010;CO;Catalunya;;;10;Baix Empordà;;;;;PxC        ;Plataforma per Catalunya                          ;1.222;2,43;0
A;2010;CO;Catalunya;;;10;Baix Empordà;;;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;805;1,60;0
A;2010;CO;Catalunya;;;10;Baix Empordà;;;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;303;0,60;0
A;2010;CO;Catalunya;;;10;Baix Empordà;;;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;289;0,57;0
A;2010;CO;Catalunya;;;10;Baix Empordà;;;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;219;0,43;0
A;2010;CO;Catalunya;;;10;Baix Empordà;;;;;PDR.CAT;Pagesos per la Dignitat Rural Catalana;135;0,27;0
A;2010;CO;Catalunya;;;10;Baix Empordà;;;;;DES DE BAIX;Des de Baix;87;0,17;0
A;2010;CO;Catalunya;;;10;Baix Empordà;;;;;PIRATA.CAT;Pirates de Catalunya;71;0,14;0
A;2010;CO;Catalunya;;;10;Baix Empordà;;;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;55;0,11;0
A;2010;CO;Catalunya;;;10;Baix Empordà;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;55;0,11;0
A;2010;CO;Catalunya;;;10;Baix Empordà;;;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;55;0,11;0
A;2010;CO;Catalunya;;;10;Baix Empordà;;;;;UPyD;Unión, Progreso y Democracia;50;0,10;0
A;2010;CO;Catalunya;;;10;Baix Empordà;;;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;45;0,09;0
A;2010;CO;Catalunya;;;10;Baix Empordà;;;;;CORI;Coordinadora Reusenca Independent;44;0,09;0
A;2010;CO;Catalunya;;;10;Baix Empordà;;;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;34;0,07;0
A;2010;CO;Catalunya;;;10;Baix Empordà;;;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;32;0,06;0
A;2010;CO;Catalunya;;;10;Baix Empordà;;;;;MSR        ;Movimiento Social Republicano                     ;30;0,06;0
A;2010;CO;Catalunya;;;10;Baix Empordà;;;;;PFiV       ;Partit Família i Vida                             ;25;0,05;0
A;2010;CO;Catalunya;;;10;Baix Empordà;;;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;11;0,02;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;CiU        ;Convergència i Unió                               ;105.141;31,94;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;77.181;23,45;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;PP         ;Partit Popular                                    ;46.354;14,08;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;29.600;8,99;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;17.457;5,30;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;16.059;4,88;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;PxC        ;Plataforma per Catalunya                          ;9.232;2,80;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;SI;Solidaritat Catalana per la Independència;5.534;1,68;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;2.061;0,63;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;RI.cat;Reagrupament Independentista;1.842;0,56;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;1.679;0,51;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;1.651;0,50;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;UPyD;Unión, Progreso y Democracia;870;0,26;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;DES DE BAIX;Des de Baix;667;0,20;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;PIRATA.CAT;Pirates de Catalunya;632;0,19;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;CORI;Coordinadora Reusenca Independent;628;0,19;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;360;0,11;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;PUM+J      ;Por un Mundo Más Justo                            ;303;0,09;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;ALTERNATIVA;Alternativa de Govern;295;0,09;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;283;0,09;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;277;0,08;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;PFiV       ;Partit Família i Vida                             ;211;0,06;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;201;0,06;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;172;0,05;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;PCAS;Partido Castellano;145;0,04;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;PH         ;Partit Humanista                                  ;142;0,04;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;142;0,04;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;GN;Gent Nostra;80;0,02;0
A;2010;CO;Catalunya;;;11;Baix Llobregat;;;;;MSR        ;Movimiento Social Republicano                     ;62;0,02;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;CiU        ;Convergència i Unió                               ;13.468;36,76;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;7.617;20,79;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;PP         ;Partit Popular                                    ;5.312;14,50;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;2.145;5,85;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;1.929;5,27;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;PxC        ;Plataforma per Catalunya                          ;1.752;4,78;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;1.134;3,10;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;SI;Solidaritat Catalana per la Independència;962;2,63;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;RI.cat;Reagrupament Independentista;261;0,71;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;193;0,53;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;174;0,47;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;137;0,37;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;127;0,35;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;PIRATA.CAT;Pirates de Catalunya;64;0,17;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;CORI;Coordinadora Reusenca Independent;51;0,14;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;DES DE BAIX;Des de Baix;49;0,13;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;46;0,13;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;44;0,12;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;UPyD;Unión, Progreso y Democracia;39;0,11;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;37;0,10;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;36;0,10;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;33;0,09;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;PFiV       ;Partit Família i Vida                             ;24;0,07;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;PUM+J      ;Por un Mundo Más Justo                            ;20;0,05;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;18;0,05;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;MSR        ;Movimiento Social Republicano                     ;17;0,05;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;CDS;Centro Democràtico y Social;14;0,04;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;ALS;Alternativa Liberal Social;10;0,03;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;DW;DemocraticaWeb;6;0,02;0
A;2010;CO;Catalunya;;;12;Baix Penedès;;;;;SAIn       ;Solidaridad y Autogestión Internacionalista       ;6;0,02;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;CiU        ;Convergència i Unió                               ;317.861;33,95;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;188.858;20,17;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;PP         ;Partit Popular                                    ;139.964;14,95;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;85.532;9,13;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;56.175;6,00;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;39.210;4,19;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;SI;Solidaritat Catalana per la Independència;23.225;2,48;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;PxC        ;Plataforma per Catalunya                          ;17.665;1,89;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;RI.cat;Reagrupament Independentista;8.281;0,88;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;6.608;0,71;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;4.715;0,50;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;4.453;0,48;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;DES DE BAIX;Des de Baix;2.427;0,26;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;UPyD;Unión, Progreso y Democracia;2.289;0,24;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;PIRATA.CAT;Pirates de Catalunya;2.240;0,24;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;CORI;Coordinadora Reusenca Independent;1.970;0,21;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;1.081;0,12;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;936;0,10;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;ALTERNATIVA;Alternativa de Govern;922;0,10;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;PUM+J      ;Por un Mundo Más Justo                            ;692;0,07;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;PFiV       ;Partit Família i Vida                             ;634;0,07;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;448;0,05;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;PCAS;Partido Castellano;414;0,04;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;412;0,04;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;402;0,04;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;PH         ;Partit Humanista                                  ;300;0,03;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;278;0,03;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;MSR        ;Movimiento Social Republicano                     ;188;0,02;0
A;2010;CO;Catalunya;;;13;Barcelonès;;;;;GN;Gent Nostra;148;0,02;0
A;2010;CO;Catalunya;;;14;Berguedà;;;;;CiU        ;Convergència i Unió                               ;10.170;49,17;0
A;2010;CO;Catalunya;;;14;Berguedà;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;2.732;13,21;0
A;2010;CO;Catalunya;;;14;Berguedà;;;;;SI;Solidaritat Catalana per la Independència;2.061;9,97;0
A;2010;CO;Catalunya;;;14;Berguedà;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;1.855;8,97;0
A;2010;CO;Catalunya;;;14;Berguedà;;;;;PP         ;Partit Popular                                    ;924;4,47;0
A;2010;CO;Catalunya;;;14;Berguedà;;;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;785;3,80;0
A;2010;CO;Catalunya;;;14;Berguedà;;;;;PxC        ;Plataforma per Catalunya                          ;562;2,72;0
A;2010;CO;Catalunya;;;14;Berguedà;;;;;RI.cat;Reagrupament Independentista;402;1,94;0
A;2010;CO;Catalunya;;;14;Berguedà;;;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;174;0,84;0
A;2010;CO;Catalunya;;;14;Berguedà;;;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;109;0,53;0
A;2010;CO;Catalunya;;;14;Berguedà;;;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;55;0,27;0
A;2010;CO;Catalunya;;;14;Berguedà;;;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;49;0,24;0
A;2010;CO;Catalunya;;;14;Berguedà;;;;;CORI;Coordinadora Reusenca Independent;32;0,15;0
A;2010;CO;Catalunya;;;14;Berguedà;;;;;DES DE BAIX;Des de Baix;28;0,14;0
A;2010;CO;Catalunya;;;14;Berguedà;;;;;PIRATA.CAT;Pirates de Catalunya;22;0,11;0
A;2010;CO;Catalunya;;;14;Berguedà;;;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;14;0,07;0
A;2010;CO;Catalunya;;;14;Berguedà;;;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;12;0,06;0
A;2010;CO;Catalunya;;;14;Berguedà;;;;;ALTERNATIVA;Alternativa de Govern;11;0,05;0
A;2010;CO;Catalunya;;;14;Berguedà;;;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;10;0,05;0
