ELECCIO;ANY;NIVELL;AUTONOMIA;CODI PROVÍNCIA;PROVÍNCIA;CODI COMARCA;COMARCA;CODI MUNICIPI;MUNICIPI;CODI DISTRICTE;DISTRICTE;SIGLES;PARTIT;VOTS PARTITS;% VOTS / VÀLIDS;ESCONS
A;1999;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;720;0,07;0
A;1999;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;590;0,05;0
A;1999;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;PH         ;Partit Humanista de Catalunya                     ;486;0,04;0
A;1999;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;UC-CDS     ;Unión Centrista-Centro Democrático y Social       ;446;0,04;0
A;1999;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;E.CAT      ;Estat Català                                      ;409;0,04;0
A;1999;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;PLN        ;Partit de la Llei Natural                         ;347;0,03;0
A;1999;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;PE         ;Partit Espinaltià                                 ;211;0,02;0
A;1999;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;UFD        ;Unión Federal Democrática                         ;195;0,02;0
A;1999;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;LI (LIT-CI);Lluita Internacionalista                          ;138;0,01;0
A;1999;CO;Catalunya                ;;;14;Berguedà                      ;;;;;CiU        ;Convergència i Unió                               ;11.155;51,15;0
A;1999;CO;Catalunya                ;;;14;Berguedà                      ;;;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;5.670;26,00;0
A;1999;CO;Catalunya                ;;;14;Berguedà                      ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;3.222;14,77;0
A;1999;CO;Catalunya                ;;;14;Berguedà                      ;;;;;PP         ;Partit Popular                                    ;968;4,44;0
A;1999;CO;Catalunya                ;;;14;Berguedà                      ;;;;;IC-V       ;Iniciativa per Catalunya-Verds                    ;340;1,56;0
A;1999;CO;Catalunya                ;;;14;Berguedà                      ;;;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;76;0,35;0
A;1999;CO;Catalunya                ;;;14;Berguedà                      ;;;;;EUiA       ;Esquerra Unida i Alternativa                      ;75;0,34;0
A;1999;CO;Catalunya                ;;;14;Berguedà                      ;;;;;EV-AV      ;Els Verds-Alternativa Verda                       ;27;0,12;0
A;1999;CO;Catalunya                ;;;14;Berguedà                      ;;;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;25;0,11;0
A;1999;CO;Catalunya                ;;;14;Berguedà                      ;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;18;0,08;0
A;1999;CO;Catalunya                ;;;14;Berguedà                      ;;;;;PE         ;Partit Espinaltià                                 ;13;0,06;0
A;1999;CO;Catalunya                ;;;14;Berguedà                      ;;;;;E.CAT      ;Estat Català                                      ;13;0,06;0
A;1999;CO;Catalunya                ;;;14;Berguedà                      ;;;;;UC-CDS     ;Unión Centrista-Centro Democrático y Social       ;8;0,04;0
A;1999;CO;Catalunya                ;;;14;Berguedà                      ;;;;;PLN        ;Partit de la Llei Natural                         ;7;0,03;0
A;1999;CO;Catalunya                ;;;14;Berguedà                      ;;;;;LI (LIT-CI);Lluita Internacionalista                          ;5;0,02;0
A;1999;CO;Catalunya                ;;;14;Berguedà                      ;;;;;PH         ;Partit Humanista de Catalunya                     ;4;0,02;0
A;1999;CO;Catalunya                ;;;14;Berguedà                      ;;;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;4;0,02;0
A;1999;CO;Catalunya                ;;;14;Berguedà                      ;;;;;UFD        ;Unión Federal Democrática                         ;2;0,01;0
A;1999;CO;Catalunya                ;;;14;Berguedà                      ;;;;;TPR        ;Trabajadores Públicos Rebotados                   ;0;0,00;0
A;1999;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;CiU        ;Convergència i Unió                               ;3.532;51,19;0
A;1999;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;1.791;25,96;0
A;1999;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;965;13,99;0
A;1999;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;PP         ;Partit Popular                                    ;414;6,00;0
A;1999;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;56;0,81;0
A;1999;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;EV-AV      ;Els Verds-Alternativa Verda                       ;26;0,38;0
A;1999;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;TPR        ;Trabajadores Públicos Rebotados                   ;23;0,33;0
A;1999;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;E.CAT      ;Estat Català                                      ;10;0,14;0
A;1999;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;EUiA       ;Esquerra Unida i Alternativa                      ;10;0,14;0
A;1999;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;PE         ;Partit Espinaltià                                 ;3;0,04;0
A;1999;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;PH         ;Partit Humanista de Catalunya                     ;2;0,03;0
A;1999;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;PLN        ;Partit de la Llei Natural                         ;2;0,03;0
A;1999;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;CAM        ;Catalans al Món                                   ;1;0,01;0
A;1999;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;LI (LIT-CI);Lluita Internacionalista                          ;0;0,00;0
A;1999;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;CiU        ;Convergència i Unió                               ;5.047;49,92;0
A;1999;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;2.119;20,96;0
A;1999;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;1.814;17,94;0
A;1999;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;PP         ;Partit Popular                                    ;600;5,93;0
A;1999;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;UNIC-FIC   ;Unió d'Independents Conca de Barberà-FIC          ;317;3,14;0
A;1999;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;53;0,52;0
A;1999;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;EV-AV      ;Els Verds-Alternativa Verda                       ;24;0,24;0
A;1999;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;EUiA       ;Esquerra Unida i Alternativa                      ;15;0,15;0
A;1999;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;E.CAT      ;Estat Català                                      ;9;0,09;0
A;1999;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;TPR        ;Trabajadores Públicos Rebotados                   ;6;0,06;0
A;1999;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;PH         ;Partit Humanista de Catalunya                     ;4;0,04;0
A;1999;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;PLN        ;Partit de la Llei Natural                         ;3;0,03;0
A;1999;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;P.DE.P     ;Partido Democrático del Pueblo                    ;3;0,03;0
A;1999;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;PE         ;Partit Espinaltià                                 ;2;0,02;0
A;1999;CO;Catalunya                ;;;17;Garraf                        ;;;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;18.099;39,02;0
A;1999;CO;Catalunya                ;;;17;Garraf                        ;;;;;CiU        ;Convergència i Unió                               ;17.542;37,82;0
A;1999;CO;Catalunya                ;;;17;Garraf                        ;;;;;PP         ;Partit Popular                                    ;4.012;8,65;0
A;1999;CO;Catalunya                ;;;17;Garraf                        ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;3.647;7,86;0
A;1999;CO;Catalunya                ;;;17;Garraf                        ;;;;;IC-V       ;Iniciativa per Catalunya-Verds                    ;1.718;3,70;0
A;1999;CO;Catalunya                ;;;17;Garraf                        ;;;;;EUiA       ;Esquerra Unida i Alternativa                      ;520;1,12;0
A;1999;CO;Catalunya                ;;;17;Garraf                        ;;;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;298;0,64;0
A;1999;CO;Catalunya                ;;;17;Garraf                        ;;;;;EV-AV      ;Els Verds-Alternativa Verda                       ;85;0,18;0
A;1999;CO;Catalunya                ;;;17;Garraf                        ;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;35;0,08;0
A;1999;CO;Catalunya                ;;;17;Garraf                        ;;;;;E.CAT      ;Estat Català                                      ;25;0,05;0
A;1999;CO;Catalunya                ;;;17;Garraf                        ;;;;;PE         ;Partit Espinaltià                                 ;22;0,05;0
A;1999;CO;Catalunya                ;;;17;Garraf                        ;;;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;22;0,05;0
A;1999;CO;Catalunya                ;;;17;Garraf                        ;;;;;UC-CDS     ;Unión Centrista-Centro Democrático y Social       ;17;0,04;0
A;1999;CO;Catalunya                ;;;17;Garraf                        ;;;;;PH         ;Partit Humanista de Catalunya                     ;10;0,02;0
A;1999;CO;Catalunya                ;;;17;Garraf                        ;;;;;PLN        ;Partit de la Llei Natural                         ;7;0,02;0
A;1999;CO;Catalunya                ;;;17;Garraf                        ;;;;;UFD        ;Unión Federal Democrática                         ;6;0,01;0
A;1999;CO;Catalunya                ;;;17;Garraf                        ;;;;;LI (LIT-CI);Lluita Internacionalista                          ;4;0,01;0
A;1999;CO;Catalunya                ;;;18;Garrigues                     ;;;;;CiU        ;Convergència i Unió                               ;5.532;50,04;0
A;1999;CO;Catalunya                ;;;18;Garrigues                     ;;;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;2.674;24,19;0
A;1999;CO;Catalunya                ;;;18;Garrigues                     ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;1.936;17,51;0
A;1999;CO;Catalunya                ;;;18;Garrigues                     ;;;;;PP         ;Partit Popular                                    ;709;6,41;0
A;1999;CO;Catalunya                ;;;18;Garrigues                     ;;;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;54;0,49;0
A;1999;CO;Catalunya                ;;;18;Garrigues                     ;;;;;EUiA       ;Esquerra Unida i Alternativa                      ;28;0,25;0
A;1999;CO;Catalunya                ;;;18;Garrigues                     ;;;;;E.CAT      ;Estat Català                                      ;15;0,14;0
A;1999;CO;Catalunya                ;;;18;Garrigues                     ;;;;;EV-AV      ;Els Verds-Alternativa Verda                       ;12;0,11;0
A;1999;CO;Catalunya                ;;;18;Garrigues                     ;;;;;TPR        ;Trabajadores Públicos Rebotados                   ;9;0,08;0
A;1999;CO;Catalunya                ;;;18;Garrigues                     ;;;;;LI (LIT-CI);Lluita Internacionalista                          ;3;0,03;0
A;1999;CO;Catalunya                ;;;18;Garrigues                     ;;;;;PH         ;Partit Humanista de Catalunya                     ;2;0,02;0
A;1999;CO;Catalunya                ;;;19;Garrotxa                      ;;;;;CiU        ;Convergència i Unió                               ;14.857;56,09;0
A;1999;CO;Catalunya                ;;;19;Garrotxa                      ;;;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;6.209;23,44;0
A;1999;CO;Catalunya                ;;;19;Garrotxa                      ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;3.536;13,35;0
A;1999;CO;Catalunya                ;;;19;Garrotxa                      ;;;;;PP         ;Partit Popular                                    ;1.170;4,42;0
A;1999;CO;Catalunya                ;;;19;Garrotxa                      ;;;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;187;0,71;0
A;1999;CO;Catalunya                ;;;19;Garrotxa                      ;;;;;EV-AV      ;Els Verds-Alternativa Verda                       ;179;0,68;0
A;1999;CO;Catalunya                ;;;19;Garrotxa                      ;;;;;EUiA       ;Esquerra Unida i Alternativa                      ;71;0,27;0
A;1999;CO;Catalunya                ;;;19;Garrotxa                      ;;;;;TPR        ;Trabajadores Públicos Rebotados                   ;18;0,07;0
A;1999;CO;Catalunya                ;;;19;Garrotxa                      ;;;;;PE         ;Partit Espinaltià                                 ;12;0,05;0
A;1999;CO;Catalunya                ;;;19;Garrotxa                      ;;;;;CAM        ;Catalans al Món                                   ;12;0,05;0
A;1999;CO;Catalunya                ;;;19;Garrotxa                      ;;;;;E.CAT      ;Estat Català                                      ;11;0,04;0
A;1999;CO;Catalunya                ;;;19;Garrotxa                      ;;;;;LI (LIT-CI);Lluita Internacionalista                          ;11;0,04;0
